id,level,word,meaning_en,meaning_tr,meaning_es,full_entry,article,pos,plural,forms,examples,page
b1_1613,B1,"die Karotte, -n →D:","the carrot, -n →D:","havuç, -n →D:","la zanahoria, -n →D:","die Karotte, -n →D:",die,noun,-n →D:,,Hasen fressen gern Karotten.,54
b1_1614,B1,Möhre; CH: Rüebli,Carrot; CH: Carrots,Möhre; CH: Rüebli,Zanahoria; CH: Zanahorias,Möhre; CH: Rüebli,,noun,,,,54
b1_1615,B1,"die Karriere, -n","the career, -n","kariyer, -n","la carrera, -n","die Karriere, -n",die,noun,-n,,Mein Bruder hat große Pläne. || Er will Karriere machen.,54
b1_1616,B1,"die Karte, -n","the card, -n","kart, -n","la tarjeta, -n","die Karte, -n 1.",die,noun,-n 1.,,"Schreibst du mir eine Karte aus dem Urlaub? || Diese Karte gilt nur für die || Klasse. || Hast du schon die Karten für das Konzert abgeholt? || Haben Sie eine Karte von Nord- deutschland? || Herr Ober, bitte die Speisekarte. || Spielen Sie Karten?",54
b1_1617,B1,"die Chipkarte, -n","the chip card, -n","çip kartı, -n","la tarjeta con chip, -n","die Chipkarte, -n",die,noun,-n,,Ich habe eine Chipkarte für diesen Automaten.,54
b1_1618,B1,"→CH: die Fahrkarte, -n","→CH: the ticket, -n","→CH: bilet, -n","→CH: el billete, -n","→CH: die Fahrkarte, -n",,other,,,Fahrkarten können Sie am Schalter,54
b1_1619,B1,Billett,Ticket,Bilet,Boleto,Billett,,noun,,,kaufen.,54
b1_1620,B1,"die Kartoffel, -n →A: Er-","the potato, -n →A: Er-","patates, -n →A: Er-","la papa, -n →A: Er-","die Kartoffel, -n →A: Er-",die,noun,-n →A: Er-,,Kann ich bitte noch Kartoffeln,54
b1_1621,B1,dapfel,apple,elma,manzana,dapfel,,word,,,bekommen?,54
b1_1622,B1,der Käse,the cheese,peynir,el queso,der Käse,der,noun,,,Möchtest du Käse aufs Brot?,54
b1_1623,B1,"die Kasse, -n","the cash register, -n","yazarkasa, -n","la caja registradora, -n","die Kasse, -n",die,noun,-n,,Zahlen Sie bitte an der Kasse.,54
b1_1624,B1,"die Kassette, -n","the cassette, -n","kaset, -n","el casete, -n","die Kassette, -n",die,noun,-n,,Meine Eltern besitzen noch viele Musikkassetten.,54
b1_1625,B1,"der Kasten, ¨- (D) →Kiste","the box, ¨- (D) → box","kutu, ¨- (D) → kutu","la caja, ¨- (D) → caja","der Kasten, ¨- (D) →Kiste",der,noun,¨- (D) →Kiste,,Ich habe zwei Kästen Bier gekauft.,54
b1_1626,B1,"(A, D)","(A, D)","(A,D)","(A,D)","(A, D)",,other,,,,54
b1_1627,B1,"der Kasten, ¨- (A, CH) →D,","the box, ¨- (A, CH) →D","kutu, ¨- (A, CH) →D","la caja, ¨- (A, CH) →D","der Kasten, ¨- (A, CH) →D,",der,noun,"¨- (A, CH) →D,",,Die Handtücher liegen im Kasten.,54
b1_1628,B1,CH: Schrank,CH: Closet,CH: Dolap,CH: Armario,CH: Schrank,,noun,,,,54
b1_1629,B1,"der Katalog, -e","the catalogue, -e","katalog, -e","el catálogo, -e","der Katalog, -e",der,noun,-e,,Ich habe mir ein Kleid aus dem Katalog bestellt.,54
b1_1630,B1,"die Katastrophe, -n","the catastrophe, -n","felaket, -n","la catástrofe, -n","die Katastrophe, -n",die,noun,-n,,Der Urlaub war eine Katastrophe. || Es hat nur geregnet.,54
b1_1631,B1,"(sich etwas) kaufen, kauft,","buy (something), buys","(bir şey) satın almak, satın almak","comprar (algo), compra","(sich etwas) kaufen, kauft, 1.",,word,,,Im Supermarkt kauft man sehr günstig,54
b1_1632,B1,"kaufte, hat gekauft","bought, bought","satın aldım, satın aldım","comprado, comprado","kaufte, hat gekauft",,word,,,ein. || Ich habe mir einen Pullover gekauft.,54
b1_1633,B1,der Kauf,the purchase,satın alma,la compra,der Kauf,der,noun,,,Der neue Esstisch war ein guter Kauf.,54
b1_1634,B1,"der Käufer, -","the buyer, -","alıcı, -","el comprador, -","der Käufer, -",der,noun,-,,Ich habe schon einen Käufer für den,54
b1_1635,B1,"die Käuferin, -nen","the buyer, -nen","alıcı, -nen","el comprador, -nen","die Käuferin, -nen",die,noun,-nen,,alten Tisch.,54
b1_1636,B1,kaum,barely,neredeyse,apenas,kaum 1.,,word,,,Ich kann Sie kaum verstehen. || Bitte sprechen Sie lauter. || Es hat letzte Woche kaum geregnet. || Die Fahrt hat nicht lange gedauert. || Kaum 20 Minuten.,54
b1_1637,B1,kein-,no-,kein-,No-,kein- 1.,,word,,,Ich habe leider heute keine Zeit. || Jetzt habe ich noch keinen Hunger. || Ich habe keine Kinder. || Was für ein Auto haben Sie? || – Ich habe keins.,54
b1_1638,B1,"der Keller, -","the cellar, -","kiler, -","el sótano, -","der Keller, -",der,noun,-,,Unser Keller ist nicht besonders groß.,54
b1_1639,B1,"der Kellner,-","the waiter,-","garson,-","el camarero,-","der Kellner,-",der,noun,-,,Ich bin Kellnerin von Beruf.,54
b1_1640,B1,"die Kellnerin, -nen","the waitress, -nen","garson, -nen","la camarera, -nen","die Kellnerin, -nen",die,noun,-nen,,,54
b1_1641,B1,"→D, A: Ober;","→D, A: Upper;","→D, A: Ober;","→D, A: Superior;","→D, A: Ober;",,other,,,,54
b1_1642,B1,CH: Serviceangestellter,CH: Service employee,CH: Servis çalışanı,CH: empleado de servicio,CH: Serviceangestellter,,noun,,,,54
b1_1643,B1,"kennen, kennt, kannte,","know, know, knew","biliyorum, biliyorum, biliyordum","saber, saber, saber","kennen, kennt, kannte, 1.",,word,,hat gekannt,"Kennen Sie hier in der Nähe ein || gemütliches Café? || Kennen Sie diese Frau? || – Nein, leider nicht. || Kennen Sie Berlin? || – Ja, eine tolle Stadt.",54
b1_1644,B1,"kennenlernen, lernt","get to know, learn","tanımak, öğrenmek","conocer, aprender","kennenlernen, lernt 1.",,word,,,Wo habt ihr euch kennengelernt?,54
b1_1645,B1,"kennen, lernte kennen,","got to know, got to know","tanıdım, tanıdım","tengo que saber, tengo que saber","kennen, lernte kennen, 2.",,word,,hat kennengelernt,Ich möchte gern reisen und andere || Länder kennenlernen.,54
b1_1646,B1,die Kenntnisse (Pl.),the knowledge (pl.),bilgi (pl.),el conocimiento (pl.),die Kenntnisse (Pl.) 1.,die,noun,,,In vielen Berufen braucht man heute Sprachkenntnisse. || Ich möchte meine Deutschkenntnisse verbessern.,54
b1_1647,B1,"das Kennzeichen, -","the license plate, -","plaka, -","la matrícula, -","das Kennzeichen, -",das,noun,-,,Das Auto hat ein Schweizer Kennzeichen.,54
b1_1648,B1,"die Kerze, -n","the candle, -n","mum, -n","la vela, -n","die Kerze, -n",die,noun,-n,,Für den Geburtstagstisch brauchen wir viele Blumen und Kerzen.,54
b1_1649,B1,"die Kette, -n","the chain, -n","zincir, -n","la cadena, -n","die Kette, -n",die,noun,-n,,Ich habe zum Geburtstag eine goldene Kette bekommen.,54
b1_1650,B1,"das Kind, -er","the child, -he","çocuk, -o","el niño, -él","das Kind, -er 1.",das,noun,-er 1.,,Mein Bruder hat zwei Kinder. || Wir haben ein Kind bekommen. || Die Kinder spielen Fußball.,54
b1_1651,B1,"der Kindergarten, ¨-","the kindergarten, ¨-","anaokulu, ¨-","el jardín de infantes, ¨-","der Kindergarten, ¨-",der,noun,¨-,,Morgens bringe ich meinen Sohn in den Kindergarten.,54
b1_1652,B1,die Kindheit,childhood,çocukluk,infancia,die Kindheit,die,noun,,,In meiner Kindheit war ich oft auf dem Land bei meinen Großeltern.,54
b1_1653,B1,"das Kino, -s","the cinema, -s","sinema, -s","el cine, -s","das Kino, -s",das,noun,-s,,Wollen wir ins Kino gehen?,54
b1_1654,B1,"der Kiosk, -e","the kiosk, -e","kiosk, -e","el quiosco, -e","der Kiosk, -e",der,noun,-e,,Zeitungen bekommst du am Kiosk.,54
b1_1655,B1,"die Kirche, -n","the church, -n","kilise, -n","la iglesia, -n","die Kirche, -n",die,noun,-n,,Diese Kirche ist aus dem 12. || Jahrhun- dert.,54
b1_1656,B1,"die Kiste, -n (A, D) →D:","the box, -n (A, D) →D:","kutu, -n (A, D) →D:","la caja, -n (A, D) →D:","die Kiste, -n (A, D) →D:",die,noun,"-n (A, D) →D:",,Ich habe zwei Kisten Bier gekauft.,55
b1_1657,B1,Kasten,Crate,Sandık,Caja,Kasten,,noun,,,,55
b1_1658,B1,"das Kissen, -","the pillow, -","yastık, -","la almohada, -","das Kissen, -",das,noun,-,,Ohne Kopfkissen kann ich nicht schlafen.,55
b1_1659,B1,"klagen, klagt, klagte,","complain, complain, complain","şikayet, şikayet, şikayet","quejarse, quejarse, quejarse","klagen, klagt, klagte,",,word,,hat geklagt,Sie klagt über Kopfschmerzen.,55
b1_1660,B1,"klappen, klappt, klappte,","work, work, work","iş, iş, iş","trabajo, trabajo, trabajo","klappen, klappt, klappte,",,word,,hat geklappt,Wie war die Reise? || – Gut. || Es hat alles || prima geklappt.,55
b1_1661,B1,klar,clear,temizlemek,claro,klar 1.,,word,,,"Sie müssen noch mehr Deutsch lernen. || – Ja, das ist mir klar. || Kommst du mit? || – Klar! || Ich komme zu deinem Geburtstag, das ist doch klar. || Leider haben wir bei der Bahn keine klare Auskunft bekommen.",55
b1_1662,B1,"klären, klärt, klärte,","clarify, clarify, clarified","açıklığa kavuşturmak, açıklığa kavuşturmak, açıklığa kavuşturmak","aclarar, aclarar, aclarar","klären, klärt, klärte,",,word,,hat geklärt,"Ich hoffe, wir können dieses Problem || bald klären.",55
b1_1663,B1,klasse,class,sınıf,clase,klasse,,word,,,Ich finde unseren Lehrer klasse.,55
b1_1664,B1,"die Klasse, -n","the class, -n","sınıf, -n","la clase, -n","die Klasse, -n 1.",die,noun,-n 1.,,"In der Klasse sind 24 Schülerinnen und Schüler. || Im Herbst komme ich in die || Klasse. || Einmal nach Frankfurt, || Klasse, bitte.",55
b1_1665,B1,"die Klassenarbeit, -en (D)","the class work, -s (D)","sınıf çalışması, -s (D)","el trabajo de clase, -s (D)","die Klassenarbeit, -en (D)",die,noun,-en (D),,Mein Sohn schreibt bei Klassenar-,55
b1_1666,B1,→A: Schularbeit,→A: School work,→A: Okul işi,→A: Trabajo escolar,→A: Schularbeit,,other,,,beiten immer gute Noten.,55
b1_1667,B1,"das Klavier, -e","the piano, -e","piyano, -e","el piano, -e","das Klavier, -e",das,noun,-e,,Meine Tochter möchte Klavier spielen lernen.,55
b1_1668,B1,"kleben, klebt, klebte,","stick, stick, stick","sopa, sopa, sopa","palo, palo, palo","kleben, klebt, klebte, 1.",,word,,hat geklebt,Die Briefmarke klebt nicht mehr. || Ich klebe Ihnen ein Pflaster darauf.,55
b1_1669,B1,"das Kleid, -er","the dress, -er","elbise, -er","el vestido, -er","das Kleid, -er",das,noun,-er,,Ich habe mir ein neues Kleid gekauft.,55
b1_1670,B1,die Kleidung,the clothing,giyim,la ropa,die Kleidung,die,noun,,,Hier brauchen Sie auch im Sommer warme Kleidung.,55
b1_1671,B1,klein,small,küçük,pequeño,klein 1.,,word,,,Unsere Wohnung ist klein. || Unser Kind ist noch klein. || Wir machen am Sonntag einen kleinen Ausflug.,55
b1_1672,B1,"klettern, klettert,","climb, climbs","tırmanmak, tırmanıyor","subir, sube","klettern, klettert,",,word,,,Die Kinder sind auf den Baum,55
b1_1673,B1,"kletterte, ist geklettert","climbed, has climbed","tırmandı, tırmandı","subió, ha subido","kletterte, ist geklettert",,word,,,geklettert.,55
b1_1674,B1,"klicken, klickt, klickte,","click, click, click","tıklayın, tıklayın, tıklayın","haga clic, haga clic, haga clic","klicken, klickt, klickte,",,word,,hat geklickt,"Wenn du die Datei öffnen willst, musst || du mit der Maus zweimal klicken.",55
b1_1675,B1,"der Klick, - s","the click, - s","tıklama, -s","el clic, - s","der Klick, - s",der,noun,- s,,"Um das Wort zu markieren, genügt ein Doppelklick mit der linken Maustaste.",55
b1_1676,B1,das Klima,the climate,iklim,el clima,das Klima,das,noun,,,"Alle sagen, dass sich das Klima ändert.",55
b1_1677,B1,"die Klimaanlage, -n","the air conditioning, -n","klima, -n","el aire acondicionado, -n","die Klimaanlage, -n",die,noun,-n,,Im Sommer brauchen wir eine Klimaanlage.,55
b1_1678,B1,"klingeln, klingelt,","ring, ring","yüzük, yüzük","anillo, anillo","klingeln, klingelt, 1.",,word,,,"Ich glaube, es hat an der Tür geklingelt.",55
b1_1679,B1,"klingelte, hat geklingelt","rang, rang","çaldı, çaldı","sonó, sonó","klingelte, hat geklingelt 2.",,word,,,Das Telefon klingelt.,55
b1_1680,B1,"die Klingel, -n","the bell, -n","zil, -n","la campana, -n","die Klingel, -n",die,noun,-n,,Drück bitte auf die Klingel!,55
b1_1681,B1,"klingen, klingt, klang,","sound, sound, sound","ses, ses, ses","sonido, sonido, sonido","klingen, klingt, klang,",,word,,hat geklungen,"Wollen wir einkaufen gehen und || danach zusammen kochen? || – Ja, das klingt gut.",55
b1_1682,B1,"die Klinik, -en","the clinic, -en","klinik, -tr","la clínica, -es","die Klinik, -en",die,noun,-en,,"Ich muss in die Klinik, um meinen kranken Onkel zu besuchen.",55
b1_1683,B1,"klopfen, klopft, klopfte,","knock, knock, knock","vur, vur, vur","toca, toca, toca","klopfen, klopft, klopfte, 1.",,word,,hat geklopft,Da klopft jemand ans Fenster. || Hat es nicht eben geklopft? || Bitte klopfen Sie an.,55
b1_1684,B1,"der Kloß, ¨-e (D) →D, A:","the dumpling, ¨-e (D) →D, A:","hamur tatlısı, ¨-e (D) →D, A:","la bola de masa, ¨-e (D) →D, A:","der Kloß, ¨-e (D) →D, A:",der,noun,"¨-e (D) →D, A:",,Möchten Sie zum Fleisch Kartoffeln,55
b1_1685,B1,Knödel,dumplings,köfte,empanadillas,Knödel,,noun,,,"oder Klöße? || – Klöße, bitte.",55
b1_1686,B1,klug,smart,akıllı,elegante,klug 1.,,word,,,Ich halte sie für klug. || Er hat sich in der Diskussion nicht besonders klug verhalten. || Das ist ein kluger Hund.,55
b1_1687,B1,knapp,meager,yetersiz,pobre,knapp 1.,,word,,,Mach schnell. || Die Zeit ist knapp. || Unser Geld wird knapp. || Wir müssen sparen. || Die Fahrt war kurz. || Nur knapp eine Stunde. || Die Wohnung hat nur knapp 30 m². || Der Tisch hat nur knapp 50 Euro gekostet.,55
b1_1688,B1,"die Kneipe, -n (D)","the pub, -n (D)","bar, -n (D)","el pub, -n (D)","die Kneipe, -n (D)",die,noun,-n (D),,Gehen wir noch in eine Kneipe ein Bier trinken?,55
b1_1689,B1,"das Knie, -","the knee, -","diz, -","la rodilla, -","das Knie, -",das,noun,-,,Ich habe mich am Knie verletzt. || Jetzt kann ich nicht laufen.,55
b1_1690,B1,"der Knochen, -","the bone, -","kemik, -","el hueso, -","der Knochen, -",der,noun,-,,Ich bin hingefallen. || Jetzt tun mir alle Knochen weh.,55
b1_1691,B1,"→D: der Knödel, - (D, A)","→D: the dumpling, - (D, A)","→D: hamur tatlısı, - (D, A)","→D: la bola de masa, - (D, A)","→D: der Knödel, - (D, A)",,other,,,Möchten Sie zum Fleisch Erdäpfel oder,55
b1_1692,B1,Kloß,Dumpling,Mantı,Bola de masa hervida,Kloß,,noun,,,Knödel? || – Knödel bitte.,55
b1_1693,B1,"der Knopf, ¨-e","the button, ¨-e","düğme, ¨-e","el botón, ¨-e","der Knopf, ¨-e 1.",der,noun,¨-e 1.,,An meiner Jacke fehlt ein Knopf. || Der Fahrstuhl kommt nicht. || – Sie müssen auf den Knopf drücken.,55
b1_1694,B1,"kochen, kocht, kochte,","cook, cook, cook","pişirmek, pişirmek, pişirmek","cocinar, cocinar, cocinar","kochen, kocht, kochte, 1.",,word,,hat gekocht,Ich koche gern. || Das Wasser kocht. || Der Reis muss etwa 20 Minuten kochen.,55
b1_1695,B1,"der Koch, ¨-e","the cook, ¨-e","aşçı, ¨-e","el cocinero, ¨-e","der Koch, ¨-e",der,noun,¨-e,,Ein Freund von mir ist Koch in einem,55
b1_1696,B1,"die Köchin, -nen","the cook, -nen","aşçı, -nen","el cocinero, -nen","die Köchin, -nen",die,noun,-nen,,teuren Restaurant.,55
b1_1697,B1,"der Koffer, -","the suitcase, -","bavul, -","la maleta, -","der Koffer, -",der,noun,-,,Ich habe den Koffer schon gepackt.,55
b1_1698,B1,"der Kollege, -n","the colleague, -n","meslektaşım, -n","el colega, -n","der Kollege, -n 1.",der,noun,-n 1.,,Ich habe guten Kontakt zu meinen,55
b1_1699,B1,"die Kollegin, -nen","the colleague, -nen","meslektaşım, -nen","el colega, -nen","die Kollegin, -nen",die,noun,-nen,,Kollegen. || Mein neuer Kollege ist sehr nett.,55
b1_1700,B1,komisch,funny,eğlenceli,divertido,komisch 1.,,adjective,,,Das Essen schmeckt komisch. || Probier mal. || Der Film war sehr komisch. || Wir haben viel gelacht. || Eine grüne Hose und gelbe Schuhe? || Das sieht komisch aus.,56
b1_1701,B1,"kommen, kommt, kam,","come, come, came","gel, gel, geldi","ven, ven, vino","kommen, kommt, kam, 1.",,word,,ist gekommen,"Woher kommen Sie? || – Aus Frankreich. || Wir gehen heute Abend ins Konzert. || Kommen Sie auch? || Kommen Sie doch mal wieder zu uns. || Wenn Sie mal nach Köln kommen, be- suchen Sie uns. || Steffi kommt im Herbst in die Schule. || Die Straßenbahn muss gleich kommen. || Wer kommt als Nächster dran? || Die Handtücher kommen in den Schrank. || Wie sind Sie denn auf diese Idee gekommen?",56
b1_1702,B1,die Kommunikation,the communication,iletişim,la comunicacion,die Kommunikation,die,noun,,,Die Kommunikation zwischen den Abteilungen ist gut.,56
b1_1703,B1,komplett,completely,tamamen,completamente,komplett 1.,,word,,,Ich habe den Termin komplett vergessen. || Die Wohnung ist jetzt komplett eingerichtet.,56
b1_1704,B1,kompliziert,complicated,karmaşık,complicado,kompliziert,,word,,,Er schreibt viel zu kompliziert.,56
b1_1705,B1,"der Kompromiss, -e","the compromise, -e","uzlaşma, -e","el compromiso, -e","der Kompromiss, -e",der,noun,-e,,Alle wollen etwas anderes. || Wir müssen einen Kompromiss finden.,56
b1_1706,B1,"die Konferenz, -en","the conference, -en","konferans, -tr","la conferencia, -es","die Konferenz, -en",die,noun,-en,,Die Konferenz findet in Raum 19 statt.,56
b1_1707,B1,"die Konfitüre, -n (CH)","the jam, -n (CH)","reçel, -n (CH)","la mermelada, -n (CH)","die Konfitüre, -n (CH)",die,noun,-n (CH),,Bring bitte noch ein Glas Konfitüre mit.,56
b1_1708,B1,"der Konflikt, -e","the conflict, -e","çatışma, -e","el conflicto, -e","der Konflikt, -e 1.",der,noun,-e 1.,,Das ist ein alter Konflikt. || Ich habe einen Konflikt mit meinen El- tern.,56
b1_1709,B1,"der König, -e","the king, -e","kral, -e","el rey, -e","der König, -e",der,noun,-e,,Der spanische König ist in Deutschland zu Besuch.,56
b1_1710,B1,die Konkurrenz,the competition,rekabet,la competencia,die Konkurrenz 1.,die,noun,,,"Die Reparatur ist mir hier zu teuer. || Bei der Konkurrenz bekomme ich sie für die Hälfte. || Es ist schwer, ein Geschäft aufzu- machen. || Die Konkurrenz ist groß.",56
b1_1711,B1,"können, kann, konnte,","can, can, could","yapabilir, yapabilir, yapabilir","puede, puede, podría","können, kann, konnte, 1.",,word,,hat gekonnt (hat können,Ich kann den schweren Koffer nicht || tragen.,56
b1_1712,B1,als Modalverb),as a modal verb),modal fiil olarak),como verbo modal),als Modalverb) 2.,,conjunction,,,"Sie können mit dem Bus zum Bahnhof fahren. || Kann ich jetzt nach Hause gehen? || Können Sie mir helfen? || Ich kann sehr gut Englisch und Deutsch. || Es kann sein, dass es heute noch regnet.",56
b1_1713,B1,"das Konsulat, -e","the consulate, -e","konsolosluk, -e","el consulado, -e","das Konsulat, -e",das,noun,-e,,Ein Visum bekommst du auch im Konsulat.,56
b1_1714,B1,"konsumieren, konsumiert,","consume, consumed","tüketmek, tüketilen","consumir, consumido","konsumieren, konsumiert,",,word,,,Die Europäer haben im letzten Jahr,56
b1_1715,B1,"konsumierte,",consumed,tüketilen,consumado,"konsumierte,",,word,,hat konsumiert,mehr Fleisch konsumiert.,56
b1_1716,B1,der Konsum,the consumption,tüketim,el consumo,der Konsum,der,noun,,,Der Konsum von Lebensmitteln steigt.,56
b1_1717,B1,"der Kontakt, -e","the contact, -e","kişi, -e","el contacto, -e","der Kontakt, -e",der,noun,-e,,Ich habe wenig Kontakt zu meinen Kollegen.,56
b1_1718,B1,"das Konto, Konten","the account, accounts","hesap, hesaplar","la cuenta, cuentas","das Konto, Konten 1.",das,noun,Konten 1.,,Ich möchte ein Konto eröffnen. || Das Geld überweisen wir am || März auf Ihr Konto.,56
b1_1719,B1,"das Girokonto, -en","the checking account, -en","çek hesabı, -en","la cuenta corriente, -es","das Girokonto, -en",das,noun,-en,,Mein Girokonto kostet gar nichts.,56
b1_1720,B1,"kontrollieren, kontrolliert,","control, controlled","kontrol, kontrollü","controlar, controlado","kontrollieren, kontrolliert,",,word,,,Beim Auto müssen Sie regelmäßig das,56
b1_1721,B1,"kontrollierte,",controlled,kontrollü,revisado,"kontrollierte,",,word,,hat kontrolliert,Öl kontrollieren.,56
b1_1722,B1,"die Kontrolle, -n1.","the control, -n1.","kontrol, -n1.","el control, -n1.","die Kontrolle, -n1.",die,noun,-n1.,,An den Grenzen gibt es kaum noch Kontrollen. || Fahrkartenkontrolle! || Bitte Ihre Fahrkarten!,56
b1_1723,B1,sich konzentrieren,to concentrate,konsantre olmak,concentrarse,"sich konzentrieren,",,verb,,,Bitte stör mich jetzt nicht. || Ich muss,56
b1_1724,B1,"konzentriert sich,",concentrates,konsantreler,concentrados,"konzentriert sich,",,word,,,mich auf meine Arbeit konzentrieren.,56
b1_1725,B1,"konzentrierte sich,",concentrated,konsantre,concentrado,"konzentrierte sich,",,word,,hat sich konzentriert,,56
b1_1726,B1,"das Konzert, -e","the concert, -e","konser, -e","el concierto, -e","das Konzert, -e",das,noun,-e,,Für das Konzert am Sonntag gibt es noch Karten.,56
b1_1727,B1,"der Kopf, ¨-e","the head, ¨-e","kafa, ¨-e","la cabeza, ¨-e","der Kopf, ¨-e 1.",der,noun,¨-e 1.,,Ich habe Kopfschmerzen. || Michael kann gut im Kopf rechnen.,56
b1_1728,B1,kopieren,copy,kopyala,Copiar,kopieren 1.,,word,,,Kann ich mir diesen Artikel kopieren? || Ich kopiere dir die Datei auf die Speicherkarte. || Ich kann dir die CD kopieren.,56
b1_1729,B1,"die Kopie, -n","the copy, -n","kopya, -n","la copia, -n","die Kopie, -n",die,noun,-n,,Machst du mir bitte eine Kopie?,56
b1_1730,B1,"der Kopierer, -","the copier, -","fotokopi makinesi, -","la fotocopiadora, -","der Kopierer, -",der,noun,-,,Der Kopierer ist schon wieder kaputt.,56
b1_1731,B1,"der Körper, -","the body, -","vücut, -","el cuerpo, -","der Körper, -",der,noun,-,,"Der Arzt sagt, ich muss etwas für meinen Körper tun, z. || B. schwimmen oder Fahrrad fahren.",56
b1_1732,B1,körperlich,physically,fiziksel olarak,físicamente,körperlich,,adjective,,,Körperliche Arbeit macht mir nichts aus.,56
b1_1733,B1,korrekt,correctly,doğru şekilde,correctamente,korrekt,,word,,,Ich habe die Rechnung geprüft. || Alles ist korrekt.,56
b1_1734,B1,"der Korridor, -e (D, CH) →","the corridor, -e (D, CH) →","koridor, -e (D, CH) →","el corredor, -e (D, CH) →","der Korridor, -e (D, CH) →",der,noun,"-e (D, CH) →",,Wir warten draußen im Korridor.,56
b1_1735,B1,Gang; D: Flur,gear; D: Hallway,vites; D: Koridor,engranaje; D: pasillo,Gang; D: Flur,,noun,,,,56
b1_1736,B1,"korrigieren, korrigiert, ko-","correct, corrected, co-","doğru, düzeltilmiş, ortak","correcto, corregido, co-","korrigieren, korrigiert, ko- 1.",,word,,,Können Sie bitte meinen Brief,56
b1_1737,B1,"rrigierte, hat korrigiert","corrected, corrected","düzeltildi, düzeltildi","corregido, corregido","rrigierte, hat korrigiert",,word,,,korrigieren? || Der Lehrer hat meine Fehler korrigiert.,56
b1_1738,B1,"kosten, kostet, kostete,","cost, cost, cost","maliyet, maliyet, maliyet","costo, costo, costo","kosten, kostet, kostete, 1.",,word,,hat gekostet,"Wie viel kostet das T-Shirt? || – 15 Euro. || Eine Wohnung zu finden, kostet viel Zeit.",57
b1_1739,B1,die Kosten (Pl.),the costs (pl.),maliyetler (pl.),los costos (pl.),die Kosten (Pl.),die,noun,,,Die Kosten für die Reise bekomme ich von der Firma.,57
b1_1740,B1,kostenlos,for free,ücretsiz,gratis,kostenlos,,word,,,Diese Zeitschrift kostet nichts. || Sie ist kostenlos.,57
b1_1741,B1,"kosten, kostet, kostete,","cost, cost, cost","maliyet, maliyet, maliyet","costo, costo, costo","kosten, kostet, kostete,",,word,,"hat gekostet (A) →D, CH:",Möchten Sie den Käse mal kosten?,57
b1_1742,B1,probieren,try out,probieren,probar,probieren,,verb,,,,57
b1_1743,B1,"das Kostüm, -e","the costume, -e","kostüm, -e","el disfraz, -e","das Kostüm, -e",das,noun,-e,,In dem Film tragen die Leute bunte Kostüme.,57
b1_1744,B1,"die Kraft, ¨-e","the power, ¨-e","güç, ¨-e","el poder, ¨-e","die Kraft, ¨-e",die,noun,¨-e,,Für diese Arbeit braucht man viel Kraft.,57
b1_1745,B1,kräftig1.,strong1.,güçlü1.,fuerte1.,kräftig1.,,word,,,Der Mann ist kräftig. || Er macht viel Sport und isst viel. || Die Suppe musst du kräftig würzen.,57
b1_1746,B1,"das Kraftfahrzeug, -e","the motor vehicle, -e","motorlu taşıt, -e","el vehículo de motor, -e","das Kraftfahrzeug, -e",das,noun,-e,,Auf dieser Straße sind Kraftfahrzeuge nicht erlaubt.,57
b1_1747,B1,"das Kraftwerk, -e","das Kraftwerk, -e","enerji santrali, -e","la central eléctrica, -e","das Kraftwerk, -e",das,noun,-e,,Die Menschen protestieren gegen das Kraftwerk.,57
b1_1748,B1,krank,sick,hasta,enfermo,krank 1.,,word,,,Ich war zwei Wochen krank. || Ich muss mich um meine kranke Großmutter kümmern.,57
b1_1749,B1,"der Kranke, -n","the sick person, -n","hasta kişi, -n","la persona enferma, -n","der Kranke, -n",der,noun,-n,,Kranke brauchen viel Ruhe.,57
b1_1750,B1,"die Kranke, -n","the sick, -n","hasta, -n","los enfermos, -n","die Kranke, -n",die,noun,-n,,,57
b1_1751,B1,"das Krankenhaus, ¨-er","the hospital, ¨-er","hastane, ¨-er","el hospital, ¨-er","das Krankenhaus, ¨-er",das,noun,¨-er,,Er hat sich verletzt und musste ins Krankenhaus.,57
b1_1752,B1,"die Krankenkasse, -n","the health insurance company, -n","sağlık sigortası şirketi, -n","la compañía de seguros de salud, -n","die Krankenkasse, -n",die,noun,-n,,Die Krankenkasse bezahlt die Medikamente.,57
b1_1753,B1,"der Krankenpfleger, -","the nurse, -","hemşire, -","la enfermera, -","der Krankenpfleger, -",der,noun,-,,Mein Bruder arbeitet als Krankenpfleger im Krankenhaus.,57
b1_1754,B1,"die Krankenschwester, -n","the nurse, -n","hemşire, -n","la enfermera, -n","die Krankenschwester, -n",die,noun,-n,,Meine Cousine möchte gern Kranken- schwester werden.,57
b1_1755,B1,"der Krankenwagen, -","the ambulance, -","ambulans, -","la ambulancia, -","der Krankenwagen, -",der,noun,-,,Wir mussten einen Krankenwagen rufen.,57
b1_1756,B1,"die Krankheit, -en1.","the disease, -en1.","hastalık, -en1.","la enfermedad, -en1.","die Krankheit, -en1.",die,noun,-en1.,,Gegen welche Krankheiten sollte ich mich impfen lassen? || Was für eine Krankheit hat Herr Brandner?,57
b1_1757,B1,kreativ,creative,yaratıcı,creativo,kreativ 1.,,word,,,Die Kinder sind beim Basteln sehr kreativ. || Wir brauchen eine kreative Lösung für dieses Problem.,57
